;választott_tárgy;idegen_nyelv_ks;Felvételkori_pénzü_státusz;erettsegi_ota_eltelt_évek;magyar_nyelvtan_ks;Szerzett/Érettségi_pontsz;matematika;verseny;matematika_ks;Képzés;ks_helye;Hozott/Tanulmányi_pontszám;magyar_irodalom_ks;Oklevél_eredménye_számmal;Felvétel_féléve;nyv_pontok;történelem;regolya;magyar_nyelv_és_irodalom;nem_ferfi;választható_tantárgy_ks;regolya.1;idegen_nyelv;történelem_ks;felvi_osszes_skalazott
1481;96.0;5.0;True;3.0;5.0;152.0;80.0;1.0;4.0;7N-ANG05;Nagyváros (megyei jogú);183.0;5.0;3.79;2016/17/1;1.5;123.0;False;65.0;True;5.0;False;108.0;5.0;496.0
9410;85.0;5.0;True;0.0;4.0;169.0;92.0;1.0;5.0;2N-AG0;Egyéb;167.0;4.0;3.82;2011/12/1;1.0;80.0;False;80.0;True;5.0;True;96.0;5.0;463.0
2382;90.0;3.5;True;0.0;4.0;194.0;105.0;1.0;3.0;5N-A8;Nagyváros (megyei jogú);143.0;4.0;3.8;2013/14/1;1.5;71.0;False;49.0;True;5.0;False;84.0;5.0;362.0
5888;136.5;5.0;True;0.0;5.0;153.0;97.5;1.0;4.5;7N-AMM04;Nagyváros (megyei jogú);187.0;3.5;3.76;2012/13/1;0.5;89.0;False;60.0;True;5.0;False;92.0;4.5;440.0
5732;133.5;5.0;True;0.0;4.0;158.0;96.0;1.0;5.0;2N-AG0;Nagyváros (megyei jogú);194.0;4.0;4.26;2011/12/1;1.5;79.0;False;80.0;True;5.0;False;87.0;5.0;438.0
4143;124.5;5.0;True;0.0;3.0;166.0;87.0;1.0;4.5;1N-AEM;Nagyváros (megyei jogú);156.0;3.0;3.84;2014/15/1;1.0;68.0;False;77.0;True;5.0;False;41.0;4.5;430.0
35;136.5;5.0;True;0.0;5.0;174.0;99.0;1.0;4.5;7N-AMM04;Főváros;166.0;4.5;4.09;2011/12/1;2.0;74.0;False;88.0;True;5.0;False;88.0;2.0;440.0
5402;80.0;5.0;True;0.0;5.0;169.0;132.0;1.0;5.0;6N-AL;Főváros;177.0;4.5;4.3;2016/17/1;1.5;57.0;False;94.0;True;4.0;False;103.5;4.0;439.0
7046;92.0;5.0;True;0.0;3.0;164.0;98.0;1.0;5.0;5N-A7;Főváros;173.0;4.0;3.92;2015/16/1;1.0;66.0;False;80.0;True;5.0;False;70.0;5.0;453.0
7731;95.0;5.0;True;2.0;3.0;145.0;108.0;1.0;4.0;7N-AGM02;Nagyváros (megyei jogú);0.0;4.0;4.68;2015/16/1;1.5;86.0;False;65.0;True;4.0;False;98.0;5.0;394.5
124;73.5;5.0;True;1.0;5.0;182.0;93.0;1.0;3.5;5N-A8;Főváros;185.0;4.5;3.41;2012/13/1;1.5;82.0;False;62.0;True;5.0;False;92.0;5.0;372.0
9639;70.0;5.0;True;0.0;4.5;164.0;82.5;1.0;5.0;5N-A7;Főváros;0.0;5.0;4.36;2015/16/1;1.0;96.0;False;83.0;True;5.0;False;83.0;5.0;434.0
6006;84.0;5.0;False;0.0;4.0;193.0;94.0;1.0;5.0;5N-A7;Főváros;124.0;4.0;3.44;2015/16/1;1.5;80.0;False;95.0;True;5.0;False;97.0;5.0;430.0
2032;91.0;4.5;True;0.0;4.0;110.0;89.0;1.0;4.5;5N-A8;Egyéb;165.0;5.0;3.65;2018/19/1;1.0;136.5;False;82.0;True;4.5;False;48.0;5.0;390.0
2998;86.0;4.5;True;0.0;4.5;147.0;109.5;1.0;4.5;7N-AMM04;Nagyváros (megyei jogú);179.0;5.0;4.35;2014/15/1;1.0;85.0;False;61.0;True;5.0;False;97.0;5.0;388.0
4244;91.5;5.0;True;4.0;5.0;149.0;144.0;1.0;5.0;7N-AMM04;Egyéb;191.0;3.0;3.1;2010/11/1;1.5;93.0;False;49.0;False;5.0;True;92.0;4.5;414.0
4499;120.0;5.0;True;2.0;5.0;175.0;81.0;1.0;5.0;7N-AMM04;Nagyváros (megyei jogú);0.0;5.0;3.75;2014/15/1;1.0;86.0;False;89.0;True;5.0;False;136.5;5.0;368.0
3097;100.0;5.0;False;0.0;3.5;149.0;75.0;1.0;3.5;5N-A7;Főváros;144.0;4.0;3.72;2011/12/1;1.0;83.0;True;76.0;True;4.0;False;90.0;4.0;387.0
3107;85.0;3.0;False;0.0;5.0;186.0;141.0;1.0;5.0;5N-A7;Főváros;189.0;4.5;4.27;2015/16/1;2.0;85.0;False;84.0;False;5.0;True;117.0;3.5;421.75
1268;109.5;5.0;True;2.0;4.5;173.0;117.0;1.0;3.5;4N-A2;Nagyváros (megyei jogú);188.0;5.0;4.24;2012/13/1;2.0;80.0;False;44.0;True;5.0;False;53.0;5.0;496.0
1863;118.5;3.5;True;1.0;3.5;181.0;100.0;1.0;5.0;5N-A8;Nagyváros (megyei jogú);188.0;3.5;4.44;2013/14/1;2.0;80.0;False;52.0;True;5.0;False;96.0;4.5;412.0
530;123.0;3.0;True;0.0;4.0;141.0;123.0;1.0;4.5;5N-A7;Főváros;162.0;5.0;3.96;2014/15/1;1.0;83.0;False;108.0;False;4.5;False;109.5;3.0;341.0
6775;84.0;5.0;True;10.0;4.0;177.0;92.0;1.0;4.5;5N-A7;Egyéb;183.0;4.0;3.47;2015/16/1;1.0;98.0;False;94.0;True;5.0;False;94.0;5.0;446.0
5466;78.0;5.0;True;3.0;4.5;173.0;95.0;1.0;3.5;5N-A8;Nagyváros (megyei jogú);190.0;5.0;3.64;2012/13/1;1.5;69.0;False;56.0;True;4.5;False;117.0;5.0;422.0
6474;117.0;4.5;True;11.0;5.0;189.0;93.0;1.0;5.0;7N-AMM04;Főváros;167.0;2.5;4.37;2018/19/1;2.0;81.0;False;91.0;True;4.5;False;90.0;3.5;415.0
9164;115.5;4.5;False;0.0;4.0;147.0;39.0;1.0;5.0;5N-A8;Egyéb;197.0;3.5;3.28;2010/11/1;0.5;70.0;False;58.0;True;5.0;False;69.0;4.0;368.0
7835;75.0;4.0;False;0.0;4.0;146.0;89.0;1.0;4.0;7N-AMM04;Főváros;178.0;5.0;3.5;2017/18/1;0.5;53.0;False;92.0;True;4.0;False;85.0;2.5;390.0
9901;94.5;4.5;True;0.0;5.0;188.0;75.0;1.0;4.5;2N-AG0;Nagyváros (megyei jogú);162.0;4.0;3.39;2011/12/1;1.0;89.0;False;96.0;True;5.0;False;80.0;3.5;444.0
2589;90.0;5.0;True;1.0;4.5;132.0;117.0;1.0;5.0;7N-AGM02;Főváros;187.0;4.5;4.57;2010/11/1;2.0;70.0;False;90.0;True;5.0;False;102.0;5.0;438.0
4782;85.0;5.0;True;1.0;4.0;158.0;80.0;1.0;4.0;4N-A2;Nagyváros (megyei jogú);188.0;5.0;3.96;2014/15/1;0.5;82.0;False;100.0;True;5.0;False;90.0;4.0;399.0
3809;97.0;5.0;True;0.0;3.5;154.0;67.0;1.0;3.5;9N-AF06;Nagyváros (megyei jogú);191.0;5.0;3.41;2013/14/1;1.0;120.0;False;64.0;True;5.0;False;84.0;5.0;423.25
2937;92.0;3.5;True;0.0;3.5;198.0;90.0;1.0;5.0;5N-A8;Főváros;160.0;5.0;4.26;2015/16/1;2.0;70.0;False;98.0;True;5.0;False;99.0;5.0;496.0
9271;91.5;5.0;True;0.0;4.5;167.0;100.0;1.0;4.5;1N-AEM;Egyéb;187.0;5.0;3.38;2010/11/1;1.5;68.0;False;98.0;True;4.0;False;94.0;5.0;471.0
7394;82.0;5.0;True;0.0;3.5;153.0;120.0;1.0;3.5;6N-AJ;Nagyváros (megyei jogú);142.0;5.0;3.25;2011/12/1;1.0;80.0;False;84.0;True;5.0;False;93.0;3.5;427.0
2888;135.0;5.0;True;0.0;5.0;136.0;94.0;1.0;2.5;3N-A0;Nagyváros (megyei jogú);186.0;4.0;3.93;2011/12/1;1.0;94.0;False;60.0;True;5.0;False;88.0;5.0;380.0
7721;97.5;5.0;True;0.0;3.0;183.0;89.0;1.0;3.5;5N-A8;Főváros;187.0;3.0;2.48;2016/17/1;1.0;96.0;False;92.0;True;4.0;False;91.0;4.0;375.0
9170;90.0;5.0;True;2.0;4.0;147.0;92.0;1.0;5.0;5N-A7;Nagyváros (megyei jogú);0.0;5.0;4.04;2015/16/1;1.0;43.0;False;68.0;True;5.0;False;81.0;4.0;432.0
6965;100.0;5.0;True;0.0;3.0;181.0;138.0;1.0;5.0;2N-AG0;Nagyváros (megyei jogú);184.0;2.5;4.12;2017/18/1;2.0;86.0;False;87.0;False;4.0;False;81.0;5.0;458.0
1459;82.0;5.0;True;0.0;5.0;178.0;135.0;1.0;5.0;7N-AGM02;Nagyváros (megyei jogú);179.0;5.0;4.37;2012/13/1;0.5;84.0;False;94.0;True;5.0;False;93.0;5.0;393.0
9831;86.0;5.0;False;7.0;5.0;175.0;52.0;1.0;5.0;5N-A8;Főváros;0.0;5.0;4.28;2011/12/1;2.5;71.0;False;56.0;False;5.0;False;82.0;2.0;422.0
5007;99.0;3.5;False;0.0;5.0;146.0;94.0;1.0;5.0;2N-AT0;Nagyváros (megyei jogú);178.0;5.0;4.02;2011/12/1;1.0;81.0;False;86.0;True;4.0;False;97.0;5.0;423.0
3888;84.0;4.5;True;0.0;5.0;155.0;55.0;1.0;3.5;6N-AL;Egyéb;142.0;5.0;4.26;2016/17/1;1.0;81.0;False;80.0;True;5.0;False;94.0;5.0;462.0
2738;70.0;4.5;True;0.0;5.0;152.0;67.0;1.0;4.5;5N-A8;Nagyváros (megyei jogú);148.0;3.0;4.04;2011/12/1;2.0;86.0;False;80.0;False;5.0;False;74.0;3.5;380.0
3880;123.0;4.0;True;0.0;4.0;174.0;141.0;1.0;5.0;4N-A5;Főváros;131.0;2.0;4.73;2013/14/1;1.0;89.0;False;89.0;False;5.0;False;88.0;4.0;366.0
1781;121.5;4.0;True;1.0;5.0;142.0;98.0;1.0;5.0;2N-AE0;Főváros;183.0;5.0;3.94;2012/13/1;1.5;44.0;True;89.0;True;4.5;False;80.0;3.5;451.0
6099;99.0;4.5;True;0.0;5.0;167.0;57.0;1.0;4.0;2N-AT0;Egyéb;177.0;5.0;4.03;2010/11/1;1.0;83.0;False;85.0;True;5.0;False;98.0;4.5;352.0
7300;79.0;5.0;True;0.0;5.0;118.0;61.0;1.0;5.0;7N-ANG05;Főváros;149.0;5.0;4.25;2014/15/1;1.0;69.0;False;88.0;True;5.0;False;80.0;5.0;417.0
5172;98.0;5.0;False;0.0;5.0;181.0;90.0;1.0;3.0;7N-AMM04;Főváros;158.0;4.5;3.82;2010/11/1;1.5;82.0;False;67.0;True;5.0;False;67.0;4.5;387.75
2036;63.0;5.0;True;0.0;4.0;193.0;81.0;1.0;5.0;2N-AM0;Főváros;164.0;4.0;4.0;2014/15/1;2.0;80.0;False;39.0;False;5.0;True;62.0;5.0;387.0
4172;90.0;5.0;True;6.0;4.0;172.0;141.0;1.0;2.5;7N-ANG05;Egyéb;168.0;5.0;5.0;2015/16/1;1.0;58.0;False;80.0;True;4.0;False;90.0;5.0;402.25
5797;80.0;5.0;True;0.0;5.0;156.0;82.0;1.0;5.0;4N-A2;Egyéb;188.0;3.0;3.57;2010/11/1;0.5;86.0;False;86.0;True;5.0;False;85.0;5.0;448.0
7397;82.0;5.0;True;0.0;5.0;172.0;132.0;1.0;5.0;2N-AE0;Főváros;121.0;5.0;3.22;2014/15/1;1.5;85.0;False;84.0;True;4.0;False;83.0;5.0;383.0
7462;80.0;4.5;True;4.0;4.5;174.0;90.0;1.0;4.5;7N-AMM04;Nagyváros (megyei jogú);153.0;4.5;4.01;2011/12/1;1.0;66.0;False;91.0;True;5.0;True;150.0;4.0;462.0
4340;144.0;5.0;True;0.0;4.0;192.0;106.5;1.0;4.0;5N-A8;Egyéb;177.0;4.0;3.25;2012/13/1;1.5;80.0;False;87.0;True;5.0;False;150.0;4.0;474.0
4633;100.0;5.0;True;0.0;4.0;147.0;81.0;1.0;5.0;6N-AL;Nagyváros (megyei jogú);130.0;5.0;3.64;2017/18/1;0.5;52.0;False;99.0;True;5.0;False;148.5;3.5;490.0
9087;76.0;5.0;True;0.0;4.5;187.0;94.0;1.0;5.0;3N-M0;Főváros;0.0;5.0;4.16;2014/15/1;1.0;82.0;False;100.0;True;3.5;False;80.0;5.0;375.0
2281;74.0;5.0;True;0.0;4.0;145.0;82.0;1.0;5.0;5N-A7;Nagyváros (megyei jogú);151.0;4.5;4.16;2011/12/1;1.5;66.0;False;88.0;True;5.0;False;86.0;5.0;457.75
9733;71.0;5.0;True;0.0;5.0;162.0;81.0;1.0;4.0;2N-AE0;Nagyváros (megyei jogú);145.0;4.0;4.84;2016/17/1;1.0;81.0;False;80.0;True;5.0;False;66.0;4.0;357.0
9683;65.0;5.0;True;3.0;4.0;180.0;117.0;1.0;5.0;5N-A8;Egyéb;0.0;4.5;3.99;2011/12/1;1.0;56.0;False;80.0;False;4.0;False;150.0;5.0;468.0
748;100.5;4.0;True;0.0;3.5;120.0;92.0;1.0;5.0;6N-A0;Nagyváros (megyei jogú);186.0;3.0;3.99;2016/17/1;2.0;92.0;False;97.0;True;5.0;False;86.0;5.0;430.0
2173;147.0;5.0;True;0.0;3.5;152.0;92.0;1.0;4.0;4N-A2;Nagyváros (megyei jogú);179.0;5.0;3.99;2012/13/1;1.0;89.0;False;82.0;True;4.0;False;98.0;4.5;395.0
9452;103.5;5.0;True;1.0;2.5;171.0;90.0;1.0;5.0;5N-A7;Egyéb;0.0;4.5;4.31;2010/11/1;1.0;92.0;False;81.0;False;5.0;False;92.0;4.0;476.0
8552;108.0;5.0;False;0.0;4.5;172.0;123.0;1.0;5.0;5N-A7;Főváros;147.0;5.0;3.64;2015/16/1;1.0;82.0;False;88.0;True;5.0;False;136.5;4.0;471.0
380;120.0;5.0;True;1.0;3.5;165.0;112.5;1.0;4.5;3N-A0;Nagyváros (megyei jogú);151.0;4.0;3.32;2011/12/1;2.0;77.0;False;76.0;False;4.5;False;92.0;4.0;405.75
4976;84.0;5.0;True;2.0;5.0;153.0;89.0;1.0;5.0;2N-AG0;Nagyváros (megyei jogú);193.0;5.0;3.95;2010/11/1;1.5;100.0;False;80.0;True;5.0;False;96.0;4.5;428.0
7638;72.0;5.0;True;4.0;4.5;162.0;92.0;1.0;4.5;5N-A8;Nagyváros (megyei jogú);162.0;5.0;4.01;2012/13/1;1.5;86.0;False;80.0;False;5.0;False;89.0;4.0;403.0
5344;114.0;5.0;True;0.0;4.0;175.0;46.0;1.0;5.0;5N-A8;Nagyváros (megyei jogú);182.0;5.0;3.12;2013/14/1;1.0;50.0;False;80.0;True;5.0;False;81.0;5.0;382.0
6682;94.0;4.5;True;0.0;4.0;138.0;79.0;1.0;4.0;1N-AEM;Egyéb;175.0;5.0;3.82;2011/12/1;1.5;74.0;False;76.0;False;5.0;False;99.0;5.0;452.0
8377;82.0;5.0;False;0.0;4.0;193.0;144.0;1.0;5.0;4N-A5;Nagyváros (megyei jogú);157.0;3.0;4.15;2013/14/1;1.0;86.0;True;87.0;False;5.0;False;111.0;4.0;382.0
857;100.0;5.0;True;0.0;4.0;159.0;100.0;1.0;4.0;2N-AE0;Nagyváros (megyei jogú);171.0;4.0;3.59;2016/17/1;1.0;54.0;False;60.0;True;5.0;False;90.0;4.0;362.0
1251;123.0;5.0;True;0.0;4.0;197.0;99.0;1.0;4.0;7N-ANG05;Nagyváros (megyei jogú);188.0;3.5;3.76;2012/13/1;2.0;86.0;False;85.0;True;5.0;False;95.0;4.0;366.0
564;95.0;5.0;True;10.0;4.5;186.0;87.0;1.0;5.0;2N-AG0;Főváros;140.0;5.0;3.93;2012/13/1;1.5;83.0;False;94.0;False;5.0;False;32.0;3.5;461.0
5458;105.0;5.0;True;0.0;5.0;155.0;112.5;1.0;4.0;2N-AG0;Főváros;167.0;4.0;4.13;2010/11/1;1.0;74.0;False;80.0;True;5.0;False;126.0;3.0;422.0
6405;90.0;4.0;True;1.0;4.0;182.0;93.0;1.0;4.0;7N-AKM03;Főváros;167.0;4.5;3.07;2010/11/1;2.5;88.0;True;92.0;True;4.5;False;89.0;5.0;423.5
3784;72.0;4.0;True;0.0;3.5;145.0;72.0;1.0;3.0;4N-A2;Nagyváros (megyei jogú);189.0;5.0;4.92;2017/18/1;1.0;83.0;False;45.0;True;5.0;False;126.0;4.0;454.0
9032;98.0;4.5;True;7.0;3.5;134.0;94.0;1.0;3.0;5N-A7;Főváros;0.0;3.0;4.04;2011/12/1;1.0;68.0;False;94.0;True;5.0;False;92.0;2.5;428.0
6861;69.0;4.0;True;3.0;5.0;187.0;73.0;1.0;5.0;5N-A7;Egyéb;187.0;3.5;3.75;2010/11/1;2.5;74.0;False;80.0;True;4.5;False;91.0;3.0;429.0
1388;133.5;5.0;True;0.0;4.5;133.0;68.0;1.0;5.0;2N-AE0;Egyéb;174.0;4.0;4.64;2010/11/1;1.5;86.0;False;66.0;False;5.0;True;150.0;5.0;375.5
7256;82.0;5.0;True;0.0;3.5;141.0;87.0;1.0;5.0;5N-A8;Főváros;172.0;3.5;5.0;2011/12/1;1.0;84.0;False;89.0;False;5.0;False;80.0;5.0;393.75
5939;90.0;5.0;True;0.0;4.5;192.0;84.0;1.0;4.0;1N-AEM;Egyéb;168.0;5.0;3.45;2012/13/1;2.0;80.0;False;98.0;False;3.0;False;64.0;4.0;335.0
7115;81.0;4.0;True;5.0;4.0;157.0;87.0;1.0;5.0;4N-A2;Nagyváros (megyei jogú);176.0;3.5;3.23;2011/12/1;1.0;90.0;False;80.0;True;5.0;False;60.0;4.0;408.0
4911;102.0;3.5;False;4.0;3.5;178.0;100.0;1.0;5.0;7N-ANG05;Nagyváros (megyei jogú);175.0;4.0;4.09;2011/12/1;0.5;82.0;False;95.0;True;4.0;False;96.0;3.0;396.0
1401;144.0;5.0;True;7.0;4.5;190.0;75.0;1.0;5.0;2N-AG0;Nagyváros (megyei jogú);167.0;4.0;3.82;2014/15/1;2.0;88.0;False;48.0;True;5.0;True;89.0;5.0;388.0
8192;62.0;3.5;False;6.0;5.0;160.0;90.0;1.0;5.0;2N-AT0;Nagyváros (megyei jogú);188.0;4.0;3.68;2016/17/1;1.0;66.0;False;90.0;True;5.0;False;88.0;4.0;378.0
8603;70.5;5.0;True;0.0;5.0;179.0;88.5;1.0;5.0;2N-AG0;Egyéb;173.0;4.5;3.47;2012/13/1;1.0;82.0;False;89.0;False;4.5;False;69.0;5.0;421.0
4442;49.0;5.0;False;0.0;3.0;125.0;70.0;1.0;5.0;3N-M0;Főváros;157.0;5.0;4.3;2015/16/1;1.0;83.0;True;85.0;True;5.0;False;92.0;4.0;405.0
7145;117.0;5.0;True;2.0;4.0;160.0;86.0;1.0;5.0;5N-A8;Főváros;134.0;3.0;3.39;2016/17/1;2.0;100.0;False;60.0;True;5.0;True;84.0;3.5;471.0
2174;88.0;4.0;True;0.0;5.0;162.0;92.0;1.0;5.0;2N-AG0;Nagyváros (megyei jogú);165.0;5.0;4.2;2013/14/1;1.0;66.0;False;89.0;True;5.0;False;136.5;5.0;419.0
5011;86.0;5.0;True;0.0;5.0;160.0;83.0;1.0;5.0;2N-AE0;Főváros;183.0;4.5;3.62;2010/11/1;2.0;76.0;True;93.0;False;4.5;False;75.0;5.0;405.0
902;82.5;5.0;True;0.0;5.0;184.0;82.0;1.0;5.0;4N-A2;Nagyváros (megyei jogú);0.0;4.0;4.72;2015/16/1;1.0;70.0;False;73.0;True;4.0;False;95.0;2.5;385.75
7139;90.0;3.0;True;1.0;4.0;152.0;102.0;1.0;4.5;3N-A0;Nagyváros (megyei jogú);165.0;5.0;4.32;2013/14/1;1.0;80.0;False;81.0;False;5.0;False;96.0;5.0;382.0
3580;94.0;5.0;True;0.0;5.0;164.0;100.5;1.0;5.0;6N-AJ;Nagyváros (megyei jogú);169.0;5.0;4.0;2010/11/1;1.0;84.0;False;77.0;True;4.0;False;108.0;3.5;475.0
3000;144.0;5.0;True;3.0;5.0;189.0;108.0;1.0;5.0;2N-AG0;Egyéb;186.0;5.0;4.1;2013/14/1;1.5;78.0;False;80.0;True;4.5;False;89.0;5.0;376.75
3643;121.5;4.5;True;0.0;4.0;152.0;91.0;1.0;4.0;5N-A7;Egyéb;165.0;5.0;4.39;2013/14/1;1.5;93.0;False;46.0;True;5.0;False;87.0;4.5;461.0
5641;106.5;5.0;True;0.0;4.0;142.0;61.0;1.0;4.5;5N-A8;Főváros;142.0;5.0;4.3;2010/11/1;1.0;95.0;False;88.0;True;5.0;False;150.0;5.0;412.0
2526;90.0;5.0;False;0.0;4.5;172.0;130.5;1.0;2.5;5N-A7;Nagyváros (megyei jogú);0.0;4.0;4.29;2012/13/1;1.5;61.0;False;76.0;True;5.0;False;66.0;4.0;389.0
2154;94.0;5.0;False;0.0;3.5;165.0;99.0;1.0;3.5;1N-AEM;Egyéb;189.0;5.0;3.45;2012/13/1;1.0;83.0;False;68.0;True;4.5;False;124.5;5.0;464.0
8351;132.0;3.0;True;0.0;5.0;160.0;75.0;1.0;4.0;1N-AEM;Nagyváros (megyei jogú);169.0;5.0;4.07;2013/14/1;1.5;81.0;False;87.0;True;5.0;False;93.0;5.0;384.0
5644;62.0;5.0;False;0.0;4.0;176.0;148.5;1.0;5.0;5N-A8;Főváros;162.0;4.0;3.72;2013/14/1;1.0;100.0;False;60.0;True;5.0;False;95.0;5.0;478.0
2561;147.0;4.0;True;0.0;5.0;138.0;100.0;1.0;4.0;5N-A7;Egyéb;167.0;4.5;3.57;2010/11/1;1.0;87.0;False;90.0;False;5.0;False;138.0;5.0;388.0
5795;73.5;4.5;True;1.0;5.0;170.0;129.0;1.0;5.0;2N-AM0;Nagyváros (megyei jogú);187.0;5.0;3.27;2015/16/1;1.0;85.0;False;89.0;True;4.5;False;95.0;4.5;470.0
4814;98.0;4.5;True;0.0;4.0;188.0;75.0;1.0;4.5;1N-AEM;Egyéb;0.0;5.0;3.96;2016/17/1;1.0;83.0;False;80.0;True;5.0;False;96.0;5.0;399.0
8977;94.0;5.0;True;8.0;5.0;198.0;141.0;1.0;4.5;9N-AF06;Főváros;195.0;4.0;4.32;2010/11/1;1.0;80.0;False;37.0;True;4.5;False;91.5;5.0;425.75
4810;129.0;5.0;False;0.0;5.0;173.0;106.5;1.0;5.0;4N-A5;Főváros;175.0;3.0;2.89;2012/13/1;1.5;81.0;False;61.0;True;5.0;False;97.0;5.0;431.75
6384;91.0;5.0;True;0.0;3.5;164.0;75.0;1.0;4.0;5N-A8;Főváros;168.0;3.5;4.35;2011/12/1;1.0;47.0;False;76.0;True;4.0;False;84.0;5.0;404.0
6848;73.0;5.0;True;0.0;5.0;160.0;96.0;1.0;2.0;5N-A8;Nagyváros (megyei jogú);174.0;5.0;4.15;2016/17/1;1.0;132.0;True;88.0;True;5.0;False;123.0;4.0;427.0
6482;141.0;5.0;True;2.0;5.0;151.0;84.0;1.0;4.0;6N-A0;Egyéb;193.0;5.0;3.58;2013/14/1;1.0;90.0;False;73.0;True;3.0;False;81.0;3.5;414.0
8891;126.0;5.0;True;0.0;4.0;178.0;96.0;1.0;3.0;3N-M0;Nagyváros (megyei jogú);182.0;5.0;3.56;2015/16/1;1.0;82.0;False;78.0;True;4.0;False;91.0;2.5;369.0
1637;71.0;5.0;True;0.0;3.5;150.0;68.0;1.0;4.5;2N-AG0;Főváros;190.0;4.5;4.18;2011/12/1;1.0;56.0;False;73.0;True;5.0;False;150.0;3.5;398.0
6594;70.0;5.0;True;0.0;4.0;162.0;114.0;1.0;5.0;7N-AMM04;Egyéb;184.0;5.0;4.92;2014/15/1;1.0;92.0;False;94.0;False;4.5;False;90.0;5.0;390.5
7013;96.0;5.0;True;11.0;5.0;155.0;96.0;1.0;5.0;6N-AJ;Nagyváros (megyei jogú);163.0;3.0;4.01;2010/11/1;2.0;80.0;False;57.0;False;5.0;False;84.0;5.0;432.0
1860;69.0;5.0;True;0.0;5.0;157.0;81.0;1.0;5.0;6N-AJ;Egyéb;161.0;4.0;4.63;2011/12/1;1.0;70.5;False;79.0;True;4.5;False;100.0;5.0;370.0
9019;80.0;4.5;True;0.0;5.0;177.0;73.5;1.0;5.0;5N-A8;Nagyváros (megyei jogú);191.0;4.0;3.09;2014/15/1;1.0;66.0;False;78.0;True;5.0;False;99.0;4.0;416.0
6903;89.0;4.5;True;0.0;5.0;146.0;66.0;1.0;5.0;5N-A8;Főváros;177.0;5.0;3.87;2015/16/1;1.0;84.0;False;48.0;True;4.0;False;96.0;4.0;436.0
4461;82.0;5.0;True;0.0;5.0;136.0;96.0;1.0;5.0;2N-AE0;Egyéb;153.0;4.5;4.01;2015/16/1;1.0;92.0;False;80.0;True;5.0;True;95.0;5.0;406.0
3219;85.0;5.0;True;0.0;4.0;177.0;118.5;1.0;5.0;5N-A8;Főváros;174.0;5.0;4.14;2012/13/1;2.0;45.0;False;80.0;True;5.0;False;93.0;4.0;372.0
1869;89.0;5.0;True;0.0;5.0;101.0;127.5;1.0;5.0;1N-AEM;Nagyváros (megyei jogú);181.0;5.0;4.41;2011/12/1;1.0;87.0;False;92.0;True;5.0;False;0.0;5.0;328.0
5750;130.5;4.0;True;0.0;4.0;187.0;135.0;1.0;5.0;5N-A7;Nagyváros (megyei jogú);171.0;3.0;4.13;2011/12/1;2.0;80.0;False;74.0;True;4.0;False;105.0;4.0;381.0
3229;102.0;4.0;True;0.0;5.0;153.0;111.0;1.0;4.0;2N-AG0;Főváros;188.0;5.0;4.26;2014/15/1;1.0;82.0;False;96.0;False;5.0;False;117.0;4.0;388.0
9221;85.0;5.0;True;1.0;4.0;162.0;92.0;1.0;5.0;6N-A0;Főváros;0.0;5.0;4.76;2012/13/1;1.5;92.0;False;86.0;True;5.0;False;60.0;3.0;459.0
9842;123.0;5.0;True;0.0;5.0;135.0;70.0;1.0;5.0;6N-A0;Főváros;168.0;5.0;3.84;2012/13/1;1.0;85.0;False;66.0;True;5.0;False;130.5;4.0;323.0
171;92.0;5.0;True;0.0;4.5;175.0;106.5;1.0;5.0;1N-AEM;Nagyváros (megyei jogú);146.0;4.5;3.48;2010/11/1;1.0;95.0;False;80.0;False;5.0;False;88.0;3.0;420.0
9783;114.0;5.0;True;0.0;4.0;141.0;51.0;1.0;5.0;7N-AMM04;Egyéb;145.0;4.0;4.83;2011/12/1;1.5;84.0;True;100.0;True;5.0;False;133.5;5.0;476.0
6513;100.0;3.0;True;3.0;5.0;161.0;77.0;1.0;5.0;5N-A8;Egyéb;160.0;5.0;4.17;2013/14/1;1.0;82.0;False;88.0;True;4.5;False;108.0;5.0;400.0
167;118.5;5.0;True;0.0;4.0;147.0;50.0;1.0;4.5;7N-AMM04;Nagyváros (megyei jogú);196.0;5.0;3.66;2012/13/1;1.0;94.0;False;49.0;True;4.5;False;98.0;5.0;411.0
2180;89.0;5.0;True;10.0;5.0;158.0;73.0;1.0;4.5;7N-AMM04;Nagyváros (megyei jogú);167.0;3.0;4.05;2014/15/1;1.5;98.0;False;81.0;True;5.0;False;91.0;4.0;436.0
8759;145.5;4.5;True;0.0;5.0;160.0;124.5;1.0;5.0;3N-M0;Nagyváros (megyei jogú);158.0;4.5;4.54;2012/13/1;2.5;80.0;False;88.0;False;5.0;False;86.0;5.0;403.0
341;73.0;5.0;False;2.0;4.0;175.0;100.5;1.0;5.0;3N-A0;Nagyváros (megyei jogú);190.0;4.0;4.34;2013/14/1;2.0;64.0;False;97.0;True;5.0;False;108.0;3.5;469.0
9782;88.0;4.5;True;0.0;4.0;195.0;85.0;1.0;3.0;7N-AMM04;Főváros;180.0;5.0;4.36;2014/15/1;2.0;56.0;False;92.0;True;4.5;False;91.0;5.0;433.0
